LICENSE_NUMBER,LICENSE_TYPE,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE
15 125507 03 1J,Eating Establishment,Restaurant,THE HIMALYA RESTAURANT,160 CENTENNIAL PKWY N  HAMILTON ON,19/11/2018
17 292218 00 1J,Eating Establishment,Restaurant,THE JUICE KITCHEN,560 CONCESSION ST  HAMILTON ON,31/05/2018
16 291451 01 1J,Eating Establishment,Restaurant with Liquor Service,THE JUNCTION EVENTS &  CATERING,154 JAMES ST S  HAMILTON ON L8P 3A2,10/11/2018
15 125234 03 1J,Eating Establishment,Restaurant,THE KRASIC GROUP,1200 BARTON ST E  HAMILTON ON,05/07/2018
14 285636 03 1J,Eating Establishment,Restaurant,THE LIGHTHOUSE FISH AND CHIPS,1831 MAIN ST W  HAMILTON ON L8S 1H6,16/01/2019
15 287590 02 1J,Eating Establishment,Restaurant Take-Out,THE LIMIN' COCONUT,829 KING ST E  HAMILTON ON,23/06/2018
14 280096 03 1J,Eating Establishment,Restaurant Take-Out,THE LITTLE GOURMET.CA,9 HATTON DR  ANCASTER ON L9G 2H5,28/07/2018
15 288090 02 1J,Eating Establishment,Restaurant,THE MANCALA MONK,1229 CANNON ST E  HAMILTON ON L8H 1T8,16/11/2018
15 287639 02 1J,Eating Establishment,Restaurant with Liquor Service,THE MULE,41 KING WILLIAM ST  HAMILTON ON L8R 1A2,09/09/2018
14 284709 03 1J,Eating Establishment,Restaurant,THE NEW CROWBAR RESTAURANT,144 BARTON ST E  HAMILTON ON,21/06/2018
16 291741 00 1J,Eating Establishment,Restaurant,THE NOOK,136 JAMES ST S  HAMILTON ON,10/07/2018
16 290555 02 1J,Eating Establishment,Restaurant Take-Out,THE PARM HOUSE,272 KENILWORTH AVE N  HAMILTON ON,29/01/2019
16 290648 01 1J,Eating Establishment,Restaurant,THE PINECONE COFFEE COMPANY INC,175 JOHN ST S  HAMILTON ON,16/02/2018
14 275922 03 1J,Eating Establishment,Lunch Counter,THE PITA PIT,7 STERLING ST  HAMILTON ON L8H 4H6,14/06/2018
15 290417 02 1J,Eating Establishment,Restaurant with Liquor Service,THE PLANNING GIRL INC. O/A MISSISSIPPI QUEEN FOODS,635 KING ST E  HAMILTON ON,22/12/2018
14 274836 02 1J,Eating Establishment,Refreshment Stand,THE PURPLE PONY LTD.,346 WILSON ST E  ANCASTER ON,27/03/2018
15 290388 02 1J,Eating Establishment,Restaurant Take-Out,THE RED DOOR CUCINA INC,21 KING ST W  DUNDAS ON,02/12/2018
13 232984 03 1J,Eating Establishment,Restaurant,THE SECOND CUP LTD,1015 GOLF LINKS RD  ANCASTER ON L9K 1L6,09/05/2018
14 278473 03 1J,Eating Establishment,Restaurant with Liquor Service,THE SHIP,23 AUGUSTA ST  HAMILTON ON,03/07/2018
15 287895 02 1J,Eating Establishment,Restaurant Take-Out,THE SOUP STOP,1 YOUNG ST  HAMILTON ON L8N 1T8,24/08/2018
14 278678 02 1J,Eating Establishment,Restaurant,THE STOP RESTAURANT BAR & GRILL LTD.,1042 BARTON ST E  HAMILTON ON,18/03/2018
15 125453 03 1J,Eating Establishment,Restaurant with Liquor Service,"THE SWINGING DOLPHIN SEAFOOD, O/A YE OLDE SQUIRES",550 FENNELL AVE E  HAMILTON ON L8V 1T1,16/05/2018
14 286199 03 1J,Eating Establishment,Restaurant,THE TDL  GROUP COSRP.  O/A TIM HORTONS,65 OTTAWA ST N  HAMILTON ON,06/06/2018
15 125017 03 1J,Eating Establishment,Restaurant with Liquor Service,THE UNIVERSITY CLUB OF MCMASTER,1280 MAIN ST W  HAMILTON ON L8S 4K1,14/08/2018
14 274973 03 1J,Eating Establishment,Restaurant,THE VILLAGE GREEN AND COMPANY O/A THE VILLAGE GREEN BISTRO,925 KING ST W  HAMILTON ON L8S 1K7,26/09/2018
17 293135 00 1J,Eating Establishment,Restaurant with Liquor Service,THE WEE DRAM,1831 MAIN ST W  HAMILTON ON L8S 1H6,22/01/2019
17 292683 00 1J,Eating Establishment,Restaurant with Liquor Service,THE WOBBLEY INC.,309 CROCKETT ST  HAMILTON ON L8V 1H6,17/10/2018
12 279174 03 1J,Eating Establishment,Restaurant,THIS AIN'T HOLLYWOOD,345 JAMES ST N  HAMILTON ON L8L 1H3,11/02/2018
15 288085 02 1J,Eating Establishment,Restaurant with Liquor Service,THREE DOORS DOWN INC. O/A MATTSON & CO.,225 LOCKE ST S  HAMILTON ON L8R 4B6,09/11/2018
16 291409 01 1J,Eating Establishment,Restaurant Take-Out,TIEU HOSPITALITY INC. O/A NAM NOM BANH MI,35 YORK BLVD  HAMILTON ON,07/09/2018
14 172035 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,29/11/2018
14 169503 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,1242 HWY 8  STONEY CREEK ON,29/11/2018
13 195747 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,127 BAY ST N  HAMILTON ON,22/11/2018
15 125646 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTON DONUTS,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,27/08/2018
15 125090 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,257 MAIN ST E  HAMILTON ON,13/08/2018
15 125143 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,2842 BARTON ST E  HAMILTON ON,28/07/2018
15 125700 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTON DONUTS,620 KING ST W  HAMILTON ON L8S 1C2,25/07/2018
15 125150 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,235 KING ST W  HAMILTON ON,03/07/2018
15 125373 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,315 CENTENNIAL PKWY N  HAMILTON ON L8E 2X3,25/06/2018
15 125389 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,25 RYMAL RD W  HAMILTON ON,02/05/2018
15 125539 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS,505 RYMAL RD E BLDG   B HAMILTON ON,02/05/2018
15 123529 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTON DONUTS   O/A ENTERPRISE 1000 INC,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,03/04/2018
15 125279 03 1J,Eating Establishment,Restaurant,TIM HORTON DONUTS/PIONEER FD SERV LD,1600 BARTON ST E  HAMILTON ON,22/05/2018
14 125376 04 1J,Eating Establishment,Restaurant,TIM HORTONS,1188 RYMAL RD E  HAMILTON ON L8W 3N7,12/11/2018
13 282985 03 1J,Eating Establishment,Restaurant,TIM HORTONS,327 FRUITLAND RD  STONEY CREEK ON,31/10/2018
15 125348 03 1J,Eating Establishment,Restaurant,TIM HORTONS,634 PARKDALE AVE N  HAMILTON ON L8H 5Z3,27/08/2018
15 125645 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTONS,2585 BARTON ST E  HAMILTON ON,26/04/2018
15 125442 03 1J,Eating Establishment,Restaurant,TIM HORTONS,706 QUEENSTON RD  HAMILTON ON,26/04/2018
15 125680 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTONS,2471 BARTON ST E  HAMILTON ON L8E 2X1,26/04/2018
14 279075 03 1J,Eating Establishment,Restaurant,TIM HORTON'S,651 UPPER JAMES ST BLDG B1 HAMILTON ON,24/11/2018
14 177768 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTON'S,526 DUNDAS ST E  FLAMBOROUGH ON,12/06/2018
15 125608 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTONS DONUTS,888 MAIN ST E  HAMILTON ON,13/08/2018
15 125669 03 1J,Eating Establishment,Restaurant Take-Out,TIM HORTONS DONUTS,954 BARTON ST E  HAMILTON ON,13/08/2018
15 125542 03 1J,Eating Establishment,Restaurant,TIM HORTONS DONUTS,136 KENILWORTH AVE N  HAMILTON ON,13/08/2018
15 125144 03 1J,Eating Establishment,Restaurant,TIM HORTONS DONUTS,503 MAIN ST E  HAMILTON ON,13/08/2018
15 125149 03 1J,Eating Establishment,Restaurant,TIM HORTONS DONUTS,1153 KING ST E  HAMILTON ON,13/08/2018
14 172047 03 1J,Eating Establishment,Restaurant,TIM HORTONS DONUTS,469 HWY 6  FLAMBOROUGH ON,26/05/2018
16 290725 01 1J,Eating Establishment,Restaurant with Liquor Service,TOAST: WINE BAR INC,10 JOHN ST N  HAMILTON ON,09/06/2018
14 283072 03 1J,Eating Establishment,Restaurant,"TOMA LA ""THE PORTUGUESE PIT STOP"" INC",1550 UPPER JAMES ST  HAMILTON ON L9B 1K3,06/07/2018
14 282263 03 1J,Eating Establishment,Restaurant with Liquor Service,TRACIE'S PLACE,592 UPPER JAMES ST  HAMILTON ON,01/12/2018
16 125047 02 1J,Eating Establishment,Restaurant with Liquor Service,TROCADERO TAVERN,525 BARTON ST E  HAMILTON ON,28/02/2018
17 292312 00 1J,Eating Establishment,Restaurant,TURNER COFFEE COMPANY LTD. O/A SALTY ESPRESSO,175 JOHN ST S  HAMILTON ON,09/06/2018
14 270423 03 1J,Eating Establishment,Restaurant with Liquor Service,TURTLE JACK'S RESTAURANT INC.,143 UPPER CENTENNIAL PKWY  STONEY CREEK ON,02/05/2018
17 292710 00 1J,Eating Establishment,Restaurant with Liquor Service,TWISTED TAPS,32 BARTON ST E  HAMILTON ON,20/09/2018
14 285027 03 1J,Eating Establishment,Restaurant with Liquor Service,TWO BLACK SHEEP INC,165 JOHN ST S  HAMILTON ON L8P 1W9,20/11/2018
14 250842 03 1J,Eating Establishment,Restaurant,TWO COUGARS & A CAFE,601 BURLINGTON ST E  HAMILTON ON,09/06/2018
14 170998 03 1J,Eating Establishment,Restaurant,VALLEY BURGER,44 KING ST W  DUNDAS ON,30/11/2018
14 282518 03 1J,Eating Establishment,Restaurant with Liquor Service,VAVO JOHN'S BAR INC.,362 BARTON ST E  HAMILTON ON L8L 2X9,14/05/2018
14 278951 03 1J,Eating Establishment,Restaurant Take-Out,VENICE BEACH PIZZERIA,760 MOHAWK RD W  HAMILTON ON,10/11/2018
14 278629 03 1J,Eating Establishment,Restaurant Take-Out,VENICE BEACH PIZZERIA,1050 PARAMOUNT DR  STONEY CREEK ON L8J 1P8,17/07/2018
16 290532 01 1J,Eating Establishment,Restaurant Take-Out,VENTI-CAFE CO LTD,2 KING ST W  HAMILTON ON,12/05/2018
14 172088 03 1J,Eating Establishment,Restaurant,VILLAGE FISH & CHIPS,9 MAIN ST N  FLAMBOROUGH ON,09/06/2018
15 175109 03 1J,Eating Establishment,Restaurant with Liquor Service,VILLAGE RESTAURANT AND TAVERN,33 KING ST E  STONEY CREEK ON,12/05/2018
15 287773 02 1J,Eating Establishment,Restaurant with Liquor Service,VIMEX CORNER,1384 MAIN ST E  HAMILTON ON,13/07/2018
15 287790 02 1J,Eating Establishment,Restaurant Take-Out,VINTAGE COFFEE ROASTERS,977 KING ST E  HAMILTON ON,13/07/2018
14 256097 03 1J,Eating Establishment,Restaurant with Liquor Service,VINTNER VALLEY FOODS LTD O/A THE INNSVILLE,1139 HWY 8  STONEY CREEK ON,06/09/2018
17 292763 00 1J,Eating Establishment,Restaurant Take-Out,Visionary Webs Inc. o/a TASTY PIZZA,1119 FENNELL AVE E  HAMILTON ON,22/09/2018
15 125416 03 1J,Eating Establishment,Restaurant with Liquor Service,VLA-DAN SPORTS BAR INC,261 QUEENSTON RD  HAMILTON ON,04/12/2018
13 275910 03 1J,Eating Establishment,Restaurant with Liquor Service,WALLY WORLD BAR & GRILL INC.,859 KING ST E  HAMILTON ON,18/04/2018
17 292580 00 1J,Eating Establishment,Restaurant,Wan Xiang Zhai,220 KING ST E  HAMILTON ON,28/07/2018
16 291432 01 1J,Eating Establishment,Restaurant,WARD IV COFFEE BAR,1441 MAIN ST E  HAMILTON ON,03/10/2018
15 285736 02 1J,Eating Establishment,Restaurant Take-Out,WARDA READY FOOD,334 QUEENSTON RD  HAMILTON ON,18/03/2018
14 278252 03 1J,Eating Establishment,Restaurant,WATERDOWN CAFE & CATERING INC.,356 RYMAL RD E  HAMILTON ON,23/05/2018
15 275513 02 1J,Eating Establishment,Restaurant Take-Out,WATERDOWN CAFE & CATERING INC.,207 PARKSIDE DR  FLAMBOROUGH ON,08/03/2018
17 292576 00 1J,Eating Establishment,Restaurant with Liquor Service,WC HAMILTON INC. O/A WENDEL CLARK CLASSIC GRILL & BAR,28 JAMES ST N  HAMILTON ON,05/12/2018
14 199578 03 1J,Eating Establishment,Restaurant,WENDY'S,469 HWY 6  FLAMBOROUGH ON,13/06/2018
15 125153 03 1J,Eating Establishment,Restaurant,WENDY'S OLD FASHIONED HAMBURGERS,623 QUEENSTON RD  HAMILTON ON,31/07/2018
15 146266 03 1J,Eating Establishment,Restaurant,WENHAM CO. LTD. O/A WENDY'S RESTAURANT,237 CENTENNIAL PKWY N  HAMILTON ON,16/08/2018
13 171651 03 1J,Eating Establishment,Restaurant,WENWORTH ARENAS INC,1249 WILSON ST E  ANCASTER ON,08/01/2019
14 286648 03 1J,Eating Establishment,Restaurant,WEST BEYROUTH,90 KING ST W  DUNDAS ON L9H 1T9,03/12/2018
15 125358 03 1J,Eating Establishment,Restaurant,WEST TOWN BAR & GRILL,214 LOCKE ST S  HAMILTON ON L8P 4B6,19/09/2018
15 124954 03 1J,Eating Establishment,Lunch Counter,WESTDALE DELICATESSEN,893 KING ST W  HAMILTON ON L8S 1K5,03/12/2018
15 154370 03 1J,Eating Establishment,Restaurant Take-Out,WESTDALE FOOD MART,1023 KING ST W  HAMILTON ON L8S 1L3,14/02/2019
14 284973 03 1J,Eating Establishment,Restaurant,WESTDALE SANA GRILL INC,1686 MAIN ST W  HAMILTON ON L8S 1G4,20/09/2018
15 287981 02 1J,Eating Establishment,Restaurant,WESTON PIZZA AND WINGS  LIMITED,574 JAMES ST N  HAMILTON ON L8L 1J7,14/10/2018
15 125493 03 1J,Eating Establishment,Restaurant,WILD ORCHID CAFE/BAR LTD,286 JAMES ST N  HAMILTON ON L8R 2L3,21/06/2018
14 203120 03 1J,Eating Establishment,Restaurant with Liquor Service,WILLOW VALLEY GOLF INC.,8229 ENGLISH CHURCH RD  GLANBROOK ON L0R 1WO,04/07/2018
15 287711 02 1J,Eating Establishment,Restaurant with Liquor Service,WIMPY'S DINER,969 FENNELL AVE E  HAMILTON ON L8T 1R1,25/06/2018
17 293250 00 1J,Eating Establishment,Restaurant Take-Out,WINGS UP,535 UPPER WELLINGTON ST  HAMILTON ON,09/11/2018
14 284766 03 1J,Eating Establishment,Restaurant,WOBOG INTERNATIONALS INC O/A DOUBLE DOUBLE PIZZA AND CHICKEN,225 JOHN ST S  HAMILTON ON L8N 2C7,19/11/2018
15 287463 02 1J,Eating Establishment,Restaurant with Liquor Service,WOODWARD RESTAURANT,430 WOODWARD AVE  HAMILTON ON,17/04/2018
15 283907 03 1J,Eating Establishment,Restaurant,WORK RESTAURANT,337 JAMES ST N  HAMILTON ON L8L 1H3,25/01/2019
17 293109 00 1J,Eating Establishment,Restaurant with Liquor Service,WORKS JS INC O/A THE WORKS HAMILTON,100 KING ST W  HAMILTON ON L8P 1A1,07/12/2018
17 291922 00 1J,Eating Establishment,Restaurant,YI'S NOODLE HOUSE,117 KING ST E  HAMILTON ON,20/03/2018
17 292695 00 1J,Eating Establishment,Restaurant,Zaytoon Inc. o/a PITA HOUSE,2415 BARTON ST E  HAMILTON ON,22/08/2018
15 288007 02 1J,Eating Establishment,Restaurant with Liquor Service,ZYLA'S,299 JAMES ST N  HAMILTON ON,08/09/2018
